date,total_cases,new_cases,location,total_deaths,new_deaths,total_vaccinations,new_vaccinations,stringency_index,population
2021-08-12,6208908,32885,United Kingdom,131016.0,95.0,87421381.0,236943.0,43.98,68207114
2021-08-13,6241447,32539,United Kingdom,131116.0,100.0,87633456.0,212075.0,43.98,68207114
2021-08-14,6270673,29226,United Kingdom,131210.0,94.0,87879643.0,246187.0,43.98,68207114
2021-08-15,6297157,26484,United Kingdom,131269.0,59.0,88037283.0,157640.0,43.98,68207114
2021-08-16,6325515,28358,United Kingdom,131296.0,27.0,88211389.0,174106.0,43.98,68207114
2021-08-17,6352224,26709,United Kingdom,131466.0,170.0,88401088.0,189699.0,43.98,68207114
2021-08-18,6385982,33758,United Kingdom,131577.0,111.0,88617595.0,216507.0,43.98,68207114
2021-08-19,6422515,36533,United Kingdom,131691.0,114.0,88848633.0,231038.0,43.98,68207114
2021-08-20,6459643,37128,United Kingdom,131805.0,114.0,89076910.0,228277.0,43.98,68207114
2021-08-21,6491529,31886,United Kingdom,131909.0,104.0,89344797.0,267887.0,43.98,68207114
2021-08-22,6523563,32034,United Kingdom,131958.0,49.0,89501494.0,156697.0,43.98,68207114
2021-08-23,6555419,31856,United Kingdom,132000.0,42.0,89679178.0,177684.0,43.98,68207114
2021-08-24,6586181,30762,United Kingdom,132174.0,174.0,89865264.0,186086.0,43.98,68207114
2021-08-25,6621799,35618,United Kingdom,132323.0,149.0,90095045.0,229781.0,43.98,68207114
2021-08-26,6659916,38117,United Kingdom,132465.0,142.0,90295121.0,200076.0,43.98,68207114
2021-08-27,6697770,37854,United Kingdom,132566.0,101.0,90466529.0,171408.0,43.98,68207114
2021-08-28,6729912,32142,United Kingdom,132699.0,133.0,,,,68207114
